,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_length,consequents_length
467,"frozenset({'say', 'time'})",frozenset({'make'}),0.36095054592164416,0.5061014771997431,0.2543352601156069,0.7046263345195729,1.392262947775349,0.07165765562860912,1.6721142759864118,0.4408811735444903,2,1
62,frozenset({'country'}),frozenset({'people'}),0.30764290301862557,0.4993577392421323,0.2138728323699422,0.6951983298538622,1.3921849512314644,0.06024896782467479,1.6425181020754702,0.406877656877657,1,1
63,frozenset({'people'}),frozenset({'country'}),0.4993577392421323,0.30764290301862557,0.2138728323699422,0.4282958199356913,1.3921849512314644,0.06024896782467479,1.2110408164297382,0.5626864837897552,1,1
152,frozenset({'look'}),frozenset({'time'}),0.2861271676300578,0.5080282594733462,0.2023121387283237,0.7070707070707071,1.3917940466613032,0.05695145176918709,1.6794897349013356,0.39433198380566814,1,1
153,frozenset({'time'}),frozenset({'look'}),0.5080282594733462,0.2861271676300578,0.2023121387283237,0.39823008849557523,1.3917940466613032,0.05695145176918709,1.1862886773206391,0.5721932114882508,1,1
40,frozenset({'come'}),frozenset({'know'}),0.4120102761721259,0.40012845215157355,0.22928709055876687,0.5565081839438816,1.3908238240780475,0.0644300564834718,1.3526101860975943,0.4779023570105268,1,1
41,frozenset({'know'}),frozenset({'come'}),0.40012845215157355,0.4120102761721259,0.22928709055876687,0.5730337078651685,1.3908238240780473,0.0644300564834718,1.377133826860021,0.4684364109669565,1,1
406,"frozenset({'people', 'say'})",frozenset({'like'}),0.3705844572896596,0.4425176621708414,0.22800256904303148,0.6152512998266898,1.3903429228304152,0.0640124013663613,1.4489518420154262,0.44605346363897674,2,1
411,frozenset({'like'}),"frozenset({'people', 'say'})",0.4425176621708414,0.3705844572896596,0.22800256904303148,0.5152394775036284,1.390342922830415,0.0640124013663613,1.2984051165491752,0.5036087492698125,1,2
213,frozenset({'people'}),frozenset({'want'}),0.4993577392421323,0.3179190751445087,0.220616570327553,0.44180064308681677,1.389663840982169,0.06186121970144157,1.2219306891132362,0.5600835828587913,1,1
212,frozenset({'want'}),frozenset({'people'}),0.3179190751445087,0.4993577392421323,0.220616570327553,0.693939393939394,1.389663840982169,0.06186121970144157,1.6357618420801623,0.41109713073298304,1,1
443,"frozenset({'people', 'state'})",frozenset({'make'}),0.2989723827874117,0.5061014771997431,0.21001926782273603,0.7024704618689581,1.3880031841750862,0.05870890325209993,1.659998284213138,0.3987582668969701,2,1
446,frozenset({'make'}),"frozenset({'people', 'state'})",0.5061014771997431,0.2989723827874117,0.21001926782273603,0.4149746192893401,1.3880031841750862,0.05870890325209993,1.1982858185759644,0.5659878391652052,1,2
42,frozenset({'come'}),frozenset({'like'}),0.4120102761721259,0.4425176621708414,0.25305073859987154,0.6141855027279812,1.3879344379498793,0.07072891439781967,1.4449491705753748,0.47535672997751616,1,1
43,frozenset({'like'}),frozenset({'come'}),0.4425176621708414,0.4120102761721259,0.25305073859987154,0.5718432510885341,1.3879344379498793,0.07072891439781967,1.3733048126013738,0.5013699150857328,1,1
38,frozenset({'day'}),frozenset({'come'}),0.35741811175337185,0.4120102761721259,0.20423892100192678,0.5714285714285715,1.3869279590246077,0.056978986069500304,1.37197602226504,0.4341579210394804,1,1
39,frozenset({'come'}),frozenset({'day'}),0.4120102761721259,0.35741811175337185,0.20423892100192678,0.49571317225253314,1.3869279590246075,0.056978986069500304,1.2742388912216753,0.4744675040961224,1,1
552,"frozenset({'say', 'state'})",frozenset({'year'}),0.3481053307642903,0.44315992292870904,0.2138728323699422,0.6143911439114391,1.386386972565378,0.05960650081736654,1.4440541711609554,0.4275240757999379,2,1
553,frozenset({'year'}),"frozenset({'say', 'state'})",0.44315992292870904,0.3481053307642903,0.2138728323699422,0.48260869565217396,1.386386972565378,0.05960650081736654,1.2599644867580946,0.5005039641717843,1,2
399,frozenset({'like'}),"frozenset({'say', 'make'})",0.4425176621708414,0.37636480411046885,0.2308927424534361,0.5217706821480407,1.386342921680033,0.06434466921508475,1.3040505310102792,0.49988623472180366,1,2
394,"frozenset({'say', 'make'})",frozenset({'like'}),0.37636480411046885,0.4425176621708414,0.2308927424534361,0.6134812286689421,1.386342921680033,0.06434466921508475,1.4423163353990598,0.446860197465011,2,1
155,frozenset({'make'}),frozenset({'need'}),0.5061014771997431,0.2951188182402055,0.20680796403339757,0.40862944162436554,1.3846268566031277,0.05744789417258708,1.191945002632442,0.5624308410535586,1,1
154,frozenset({'need'}),frozenset({'make'}),0.2951188182402055,0.5061014771997431,0.20680796403339757,0.7007616974972797,1.3846268566031275,0.05744789417258708,1.6505190634670406,0.39408593783160506,1,1
451,frozenset({'people'}),"frozenset({'make', 'time'})",0.4993577392421323,0.33076429030186255,0.22864482980089917,0.4578778135048232,1.3843024381106985,0.06347512157373275,1.2344739366317956,0.5545167242037896,1,2
450,"frozenset({'make', 'time'})",frozenset({'people'}),0.33076429030186255,0.4993577392421323,0.22864482980089917,0.6912621359223301,1.3843024381106983,0.06347512157373275,1.62157713390127,0.4148232116284588,2,1
558,"frozenset({'say', 'time'})",frozenset({'use'}),0.36095054592164416,0.407514450867052,0.2035966602440591,0.5640569395017794,1.3841397238837991,0.05650409673263762,1.3590893004600684,0.4342849896168541,2,1
