Entity,Label,Count of NER
rubio obama,PERSON,1
minutes,TIME,23
chris,PERSON,192
hewlett packard,ORG,5
carly fiorina,ORG,19
last weekends,DATE,6
district columbia v heller,FAC,1
eighth,CARDINAL,6
daniel sr state office building,ORG,1
austin,PRODUCT,1
next months,DATE,16
12gauge,CARDINAL,1
five years,DATE,71
heller,PERSON,1
2012and,CARDINAL,1
three years,DATE,48
70,CARDINAL,48
texas direct,ORG,1
david bernstein george mason,PERSON,1
obama administration cruz,WORK_OF_ART,1
tom phillips,PERSON,1
13thcentury,ORDINAL,1
new hampshire south carolina,GPE,21
cruz solicitor general,ORG,1
debater princeton law school student harvard clerk thensupreme court,ORG,1
william rehnquist cruz,PERSON,1
post white house,ORG,1
greg abbottthen,PERSON,1
abbotts directive solicitor,ORG,1
texas cruz,ORG,1
jim ho,PERSON,1
dallas,GPE,56
cruz solicitor,ORG,1
ho,PERSON,1
lawsuit democratic national committee,ORG,1
several tense hours,TIME,1
washington news,ORG,2
midnight,TIME,45
10 days,DATE,17
600000 day,DATE,1
dnc rents,PERSON,1
josh uretsky,PERSON,1
40minute,CARDINAL,1
robby mook,PERSON,27
brian,PERSON,23
uretsky,PERSON,1
185000member,CARDINAL,1
america progressive group,ORG,1
howard dean,PERSON,9
88 percent,PERCENT,7
nsa,ORG,139
week ago,DATE,18
john napier,PERSON,1
weeks 911,DATE,1
week usa,DATE,1
5 10 percent,PERCENT,1
google,ORG,19
12333,DATE,6
1981,DATE,12
yahoo,ORG,5
departments bureau democracy human rights labor,ORG,1
june 2013,DATE,9
un general assembly,ORG,7
brazil,GPE,18
general state department national security agency,ORG,1
2019,DATE,4
section 702,LAW,4
hundreds millions,CARDINAL,5
18 section 1001,DATE,1
section 1001,ORG,1
andrew napolitano,PERSON,3
martha stewart,PERSON,1
timothy gill,PERSON,1
16 years,DATE,5
patrick kennedy,PERSON,4
james clapper,PERSON,6
brian hale,PERSON,1
andrea g williams spokeswoman,PERSON,1
congress public state department,ORG,1
david kendall,PERSON,6
irs,ORG,128
lerner,PERSON,1
pamela k,PERSON,4
fox news channel,ORG,48
fnc,ORG,4
fox 1997 launch news,ORG,4
fnc,CARDINAL,8
justice department department homeland security,ORG,8
gary johnson,PERSON,74
new mexico,GPE,56
almost daily,DATE,1
joe hunter,PERSON,2
conventions johnson,PERSON,1
9,CARDINAL,75
lgbt,GPE,68
840000,CARDINAL,3
29 million,CARDINAL,5
two weeks month,DATE,2
republicans johnsonweld group,ORG,1
liz mair,ORG,1
scott rigell,PERSON,3
mike coffman,PERSON,3
joseph russo iii,PERSON,1
sarah palin,PERSON,47
romney,PERSON,37
clinton johnson,PERSON,3
town hall mair,ORG,1
anderson cooper trumps,PERSON,1
dwarfed clinton,PERSON,1
super pacs spent,ORG,1
earlier year,DATE,71
utah,GPE,122
saturday earlier month,DATE,1
new england meanwhile fundraising,ORG,1
late july,DATE,12
may come month early,DATE,1
democratic party,ORG,47
donna brazile,PERSON,5
fowler,PERSON,1
politico party,ORG,1
al jazeera msnbc,ORG,1
david shuster,PERSON,1
cokie roberts,PERSON,1
kaine,PERSON,88
vermont,PRODUCT,2
historian doug,PERSON,1
fox news neil,ORG,1
george mcgoverns,PERSON,1
sen thomas eagleton,PERSON,1
eagleton,ORG,1
rick hasen,PERSON,2
nominee hasen,ORG,1
shaw,ORG,5
270,CARDINAL,41
paul van tigchelt,PERSON,1
frederic van leeuw,PERSON,4
khalid el,PERSON,1
el bakraoui,ORG,6
netherlands,GPE,8
turkish,PRODUCT,1
july 2015,DATE,8
nine years,DATE,8
rtl interpol issued red notice khalid el bakraoui subway bomber,ORG,1
37 seconds,TIME,1
8 third,CARDINAL,1
haren van leeuw,PERSON,1
later day,DATE,21
northeast brussels,LOC,1
cruickshank brussels,ORG,1
15 kilograms,QUANTITY,1
jihadist,NORP,57
west decade,DATE,2
peter bergen,PERSON,5
reyes,ORG,3
usa today,ORG,4
july fourth weekend,DATE,1
grim news,ORG,1
steinle 31,EVENT,1
juan francisco,GPE,3
11 million,CARDINAL,49
40year,CARDINAL,5
newtown charleston,ORG,1
12500,CARDINAL,3
netanyahu,PERSON,73
isaac,PERSON,1
mahmud abbas,PERSON,1
palestinians,NORP,52
africa,LOC,40
45000,CARDINAL,7
tel aviv,GPE,15
30kilometer,CARDINAL,1
240kilometer,CARDINAL,1
eilat new airport,ORG,1
west bank,GPE,18
jordan valley area,GPE,1
20002005,CARDINAL,1
1200 square kilometers,QUANTITY,1
460 square miles,QUANTITY,1
1967,DATE,15
six day,DATE,1
14 years later,DATE,1
hillary clinton bernie sanders  closer,PERSON,1
sunday night,TIME,28
9 pm est,TIME,2
stations livestreamed nbc digital platforms,ORG,1
last five months,DATE,1
al qaeda,ORG,141
early january,DATE,9
four months ago,DATE,3
isil isil,PERSON,1
hotbeds,CARDINAL,1
southeast asia,LOC,2
jordan,PERSON,36
september 11 2001,DATE,6
recent decades,DATE,13
europeans,NORP,26
marco rubio,PERSON,210
senate committee commerce science transportation candidate,ORG,4
50 years,DATE,26
john lewiss,PERSON,1
fifty years ago,DATE,3
john lewis,PERSON,4
sunday march 7 1965,DATE,1
nearly every year,DATE,1
dallas county,GPE,1
40,CARDINAL,80
1960s,DATE,31
jim crow,PERSON,16
44 days,DATE,1
mississippi,GPE,40
1961,DATE,8
nashville tennessee,ORG,3
eight days march,DATE,1
lyndon b johnson,PERSON,2
five decades later,DATE,1
martin luther king jr,PERSON,3
1950s 60s,DATE,3
nearly 100,CARDINAL,4
obama bridge selma bridge,ORG,1
ku,NORP,15
klan,PERSON,8
mark 50th,PERSON,1
15,CARDINAL,184
autumn,DATE,3
63,CARDINAL,24
evan mcmullin,PERSON,13
40yearold,CARDINAL,7
cia,ORG,80
las vegas,GPE,101
johnson stein,PERSON,10
asian american pacific,NORP,1
justreleased wsjnbc poll,PERSON,1
asian american,NORP,2
stein,GPE,2
2030,CARDINAL,7
26,CARDINAL,69
mcmullin,PERSON,25
ross perot,PERSON,2
george hw bush,PERSON,30
ralph nader,PERSON,4
election 2000,DATE,4
274,CARDINAL,1
william weld,PERSON,7
40000,CARDINAL,18
donate least 15,CARDINAL,1
15 august,DATE,2
stein johnson mcmullin,PERSON,1
mike mccurry cochair,ORG,1
ron faucheux,PERSON,1
stein advanced,PERSON,1
rubio kasich,PERSON,15
rubio fla,PERSON,6
three four,CARDINAL,20
rubio bush,PERSON,10
fourth fifth,DATE,2
bush rubio,PERSON,9
5 percent,PERCENT,58
early february,DATE,3
carson bush,PERSON,1
floridian,NORP,10
kasich,GPE,127
john weaver,PERSON,11
kasichs chief,PERSON,1
carson fiorina,PERSON,2
antiwashington lane,PERSON,1
sally bradshaw,PERSON,5
kasich,PERSON,30
past decade,DATE,23
george w bush ran,PERSON,1
2000,CARDINAL,72
eight years ago,DATE,37
david axelrod,PERSON,15
chris christie occupies similar,ORG,1
months year,DATE,1
antonin scalia,PERSON,50
scalia william ritchie,PERSON,1
presidio county,GPE,2
cinderela guevara,PERSON,2
scalia,ORG,5
thursday last week,DATE,1
wfaatv dallas,PERSON,1
79yearold,CARDINAL,2
congress supreme court,ORG,1
eva ruth,PERSON,1
moravec austin,PERSON,1
republicans supreme court,ORG,1
240000,CARDINAL,6
kellyanne conway,PERSON,30
united kingdom,GPE,15
tom bradley,PERSON,1
1982,DATE,14
george deukmejian,PERSON,1
1980s 1990s,DATE,6
european union,ORG,34
election night,TIME,15
past week,DATE,41
august 2015,DATE,4
past six years,DATE,2
26 percent,PERCENT,32
2005 2025,DATE,5
michael wara,PERSON,2
stanford,ORG,11
epa clinton,PERSON,1
marco rubio jeb bush,PERSON,2
1970,DATE,26
35 miles,QUANTITY,3
545 miles,QUANTITY,1
2025,DATE,15
summer 2015,DATE,6
31 percent,PERCENT,25
another 14 months,DATE,1
2017 2018,DATE,3
rky,PERSON,17
david doniger,PERSON,1
john podesta,PERSON,28
agenda clinton,PERSON,1
hillary,PERSON,67
s marco rubio,PERSON,1
26 28 percent,PERCENT,6
europe,GPE,1
31c 56f,DATE,1
david victor,PERSON,1
san diegos school international relations pacific studies,ORG,1
justice department staffers monitor polls,ORG,1
election day 500,DATE,1
moritz school law hand,ORG,1
41 percent,PERCENT,37
anderson township,PERSON,1
780,PRODUCT,1
bernie sanders,ORG,21
40 percent,PERCENT,65
48 percent,PERCENT,16
65 percent,PERCENT,20
2930,DATE,1
iran america,EVENT,1
ben,PERSON,15
iranians,NORP,77
thatin,ORG,1
mohammad javad zarif countrys smoothspoken foreign minister,PERSON,1
the united states,GPE,9
supreme,ORG,24
2 billion,CARDINAL,9
britain france,ORG,4
germany suspend,ORG,1
white house state department even enforcement office treasury,ORG,1
evidentin,ORG,1
italy,GPE,26
south korea,GPE,32
south africa,GPE,16
roughly 60 percent,PERCENT,2
november 2013,DATE,8
2005 2013,DATE,1
mahmoud ahmadinejad,PERSON,3
islamic republic,GPE,2
khamenei countrys,PERSON,1
asia iran,LOC,1
pr blitz,PERSON,1
last weeks,DATE,77
hundreds millions dollars,MONEY,17
top democratic party,ORG,1
paul manafort,PERSON,39
decade ago,DATE,15
hollywood,GPE,1
wall street journal,ORG,69
eleven,CARDINAL,4
paula jones kathleen willey,PERSON,1
juanita broaddrick,PERSON,4
howard kurtz fox news,PERSON,27
11 5 pm,TIME,26
howardkurtz click,ORG,27
howard kurtz,PERSON,36
jeff merkley,PERSON,2
congress merkley,ORG,1
41,CARDINAL,30
sept 17,DATE,1
robert menendez,PERSON,5
chris coons,PERSON,4
ben,ORG,3
susan collins,PERSON,4
merkley,ORG,2
eight years,DATE,69
martin omalley,PERSON,48
martin omalley wednesday,PERSON,1
obama authority,ORG,1
later month,DATE,24
pacific nations,ORG,1
dozen,CARDINAL,79
170,CARDINAL,14
lgbt,PERSON,4
parker meridien hotel,PERSON,1
preview day,DATE,1
ready hillary,PERSON,3
roughly million,CARDINAL,1
craig smith,PERSON,1
states,GPE,3
mexico virginia,LOC,1
san francisco ann,GPE,1
clintons jennifer granholm,PERSON,1
philadelphia haley adams student yale,ORG,1
smith,PERSON,8
sefl harold,PERSON,1
san francisco houston,GPE,1
garin,PRODUCT,2
mark penn,PERSON,2
world war ii time,EVENT,1
1988,DATE,43
garin,PERSON,1
david brock,PERSON,9
ronald feldman,PERSON,1
ready hillary national,PERSON,1
john edwards,PERSON,4
feldman,PERSON,1
homelands obama administration,ORG,1
world america,LOC,1
john mccain navy,ORG,1
tony,PERSON,3
month month,DATE,1
larry van,PERSON,1
buffett van,PERSON,2
81,CARDINAL,6
van,ORG,6
janet yellen,PERSON,13
five minutes,TIME,16
tesla motors inc model,ORG,1
2030,DATE,28
greek,NORP,33
least decade,DATE,3
thursday months,DATE,2
12 years ago,DATE,9
three months,DATE,37
oneyear,DATE,8
full year,DATE,3
one two hours,TIME,1
nearly night,TIME,1
march 31,DATE,15
federica mogherini,PERSON,9
mogherini,PERSON,2
twothirds 6000,DATE,1
367 percent,PERCENT,3
15 years,DATE,21
10000 kilograms 22000 pounds,QUANTITY,1
300 kilograms 660 pounds,QUANTITY,1
25 years,DATE,24
zarif,PERSON,11
particularly united states,GPE,1
toward decades,DATE,1
1979,DATE,21
tehran united states,GPE,2
william branigin,PERSON,6
bernie sanderss,ORG,11
third quarter,DATE,6
third quarter two,DATE,1
second second quarter,DATE,1
5300,CARDINAL,2
6300 second quarter,DATE,1
manhattans,NORP,3
10021 10028,DATE,1
quarter third quarter,DATE,1
725000 13 million,CARDINAL,1
second quarter,DATE,2
max,PERSON,6
3400 8400,QUANTITY,1
week early stages,DATE,1
sanity week,DATE,1
arthur delaney,PERSON,1
episcopal church charleston south carolina,ORG,4
930,CARDINAL,6
wcsc nine,PERSON,1
lexington,GPE,4
13200footlong,CARDINAL,1
arthur ravenel jr bridge,PERSON,1
arthur hurd,PERSON,1
victim cynthia hurd,PERSON,1
charleston,GPE,31
wciv,ORG,1
capitol columbia,ORG,1
womans,NORP,9
mans,NORP,38
1500,CARDINAL,12
1700,MONEY,1
2000word,CARDINAL,1
trayvon martin,PERSON,5
charlotte,GPE,8
africanamerican church,ORG,2
april 21st,DATE,1
45caliber,CARDINAL,5
eric watson,PERSON,1
rotunda lobby,PERSON,1
15 pm,TIME,1
john amc,PERSON,1
arena college charleston campus service,ORG,1
125 pm,TIME,1
charlotte aidan,ORG,1
45 years ago,DATE,2
michelle obama,PERSON,39
tim kaine  soon,PERSON,1
city council,ORG,9
bernie bernie,PERSON,4
240 years ago,DATE,1
colonies,GPE,3
franklin delano,PERSON,4
rebuke trump,PERSON,7
80 years ago,DATE,2
years later,DATE,16
david brown,PERSON,3
nearly 500,CARDINAL,3
12 days,DATE,2
twenty years ago,DATE,1
anastasia,PERSON,1
four days,DATE,28
tuesday night,TIME,32
7yearold,PRODUCT,4
40 pounds,QUANTITY,1
8 million,CARDINAL,15
st john saw movie john dolan,PERSON,1
joe sweeney,PERSON,1
10 years later,DATE,1
tonight tonight,TIME,1
161 million,CARDINAL,1
nearly 15 million,CARDINAL,3
twenty million,CARDINAL,3
right united states,GPE,2
first day,DATE,22
70odd minutes,TIME,2
first hundred days,DATE,2
world war ii,EVENT,63
1 percent,PERCENT,53
last night,TIME,89
nato,ORG,133
many years,DATE,16
senator armed services committee,ORG,1
khan,PERSON,55
jackie kennedy,PERSON,2
kennedy,PERSON,22
every day,DATE,64
hamilton,PERSON,12
tomorrow,DATE,45
god,PERSON,22
lesbian,NORP,43
4 billion software,MONEY,1
twenty,CARDINAL,4
mark emmert,PERSON,1
contractual,GPE,1
45minute,CARDINAL,3
fox news rogue,ORG,1
united nations resolution,ORG,1
pentagon,ORG,158
peter cook,PERSON,7
8 meters eight meters,QUANTITY,1
hebrew,LANGUAGE,3
weeks ago,DATE,23
revolutionary guard,ORG,3
1250 miles,QUANTITY,1
1200 miles,QUANTITY,1
sajjil landmark,ORG,1
jan 16,DATE,3
security council,ORG,3
last july,DATE,8
al gore,PERSON,46
yahoo matt,PRODUCT,1
obama administration embrace,ORG,1
sen elizabeth warren,PERSON,9
support democratic party,ORG,1
january 2013,DATE,8
senate foreign relations committee,ORG,20
gravitas,ORG,1
come paul,PERSON,1
jerry brown,PERSON,10
jargon,ORG,4
wisconsin,GPE,76
patty murray,PERSON,6
yesterday,DATE,111
64,CARDINAL,19
interviews hill,LOC,1
two dozen,CARDINAL,20
last couple weeks,DATE,4
ways means committee ryan,ORG,1
hill poohbah,ORG,1
janna,PERSON,1
18month,CARDINAL,4
john podesta,ORG,1
congress podesta,ORG,1
jim jones,PERSON,2
six days ago,DATE,1
mississippi clinton,PERSON,1
2 1,CARDINAL,4
1231,DATE,1
576,CARDINAL,1
655,CARDINAL,2
517 percent,PERCENT,1
2383,DATE,11
766,CARDINAL,1
551,CARDINAL,2
215,CARDINAL,20
almost 3000,CARDINAL,1
june 7,DATE,20
march 1 59,DATE,1
38,CARDINAL,24
georgia,GPE,125
66point,CARDINAL,1
246,CARDINAL,7
182,CARDINAL,1
160,CARDINAL,4
121,CARDINAL,3
big hill,ORG,1
34 percent,PERCENT,26
58 percent,PERCENT,30
30 40,CARDINAL,5
seventh,ORDINAL,21
may 11,DATE,2
twelve,CARDINAL,9
trillions dollars,MONEY,9
medicaid,PRODUCT,1
michael froman,PERSON,4
japan,GPE,74
april 15,DATE,4
239 billion,CARDINAL,1
melbourne australia,ORG,1
hundreds thousands dollars year,MONEY,1
kj hertz,PERSON,1
12 years,DATE,9
jay taylor,PERSON,1
manufacturers america,ORG,1
taylor,PERSON,16
vietnam,GPE,33
april 12,DATE,16
baltimore sun,PERSON,3
past weeks,DATE,15
april 12 dead april 19 week,DATE,1
29 hours,TIME,1
nearly week,DATE,2
april 25,DATE,3
kevin rector,PERSON,1
kevin moore,PERSON,1
28yearold,CARDINAL,9
origami moore,PERSON,1
one two even three,CARDINAL,2
four minutes later,TIME,1
859 15 minutes,QUANTITY,1
van vehicle,PERSON,1
fourth,ORDINAL,84
gray davis,PERSON,1
four seconds,TIME,1
joyce mitchell,PERSON,8
51,CARDINAL,23
david sweat,PERSON,8
richard matt clinton,PERSON,1
100000,CARDINAL,45
200000,CARDINAL,27
andrew wylie,PERSON,4
earlier friday,DATE,10
last weekend,DATE,29
canadian,NORP,68
day six,DATE,1
mitchell supervisor,PERSON,1
mitchell,PERSON,2
48,CARDINAL,19
last minute,TIME,23
40 miles,QUANTITY,10
march 2008,DATE,3
57697 year,DATE,2
730,CARDINAL,2
cringle road saranac,ORG,1
andrew cuomo,PERSON,13
matt,PERSON,58
1997,DATE,52
76yearold,CARDINAL,1
stuffed william rickerson,PERSON,1
around 27 hours,TIME,1
kevin tarsia,PERSON,4
tuesday year election day,DATE,1
marijuana,ORG,3
louisiana,GPE,70
houston equal rights ordinance,ORG,1
oct 29,DATE,2
houston,GPE,26
yesonprop1,GPE,1
biden confident,PERSON,1
houston vote,ORG,3
matt bevin,PERSON,12
jack conway,PERSON,4
4 1,CARDINAL,1
louisville conway,PERSON,1
bevin,PERSON,11
gubernatorial election year,DATE,1
john bel edwards,PERSON,2
roughly 40 percent,PERCENT,2
nov 21,DATE,1
deborah palfrey,PERSON,1
2 million,DATE,1
13 years,DATE,11
late tuesday,DATE,13
robert gray,PERSON,2
roughly 27 million year,MONEY,1
14 million,CARDINAL,17
marijuana,PERSON,41
marijuana twothirds,PERSON,1
marijuana oligopoly,PERSON,1
54 percent,PERCENT,16
san franciscans,GPE,1
90 days year,DATE,1
75 days,DATE,1
san francisco acute,GPE,1
5000,CARDINAL,39
kuow seattle,PERSON,1
60 percent,PERCENT,59
140,CARDINAL,17
control state,ORG,1
ga,ORG,5
richmond timesdispatch,ORG,1
control general assembly,ORG,1
last half decade,DATE,1
2yearold 4monthold,CARDINAL,1
2yearold,CARDINAL,4
deep mexican,PERSON,1
heritage launch pad,ORG,1
ku,PERSON,1
klan children,PERSON,1
citizens birth,PERSON,1
new yorks union league club,ORG,1
jeb many years,DATE,1
recent weeks,DATE,93
joseph kyrillos jr r,PERSON,1
christie booster,ORG,1
thomas h kean sr longtime,PERSON,1
kean,PERSON,2
the republican party,ORG,3
march april,DATE,4
kenneth g langone,PERSON,1
cofounder home depot,ORG,1
tens millions,CARDINAL,11
finn,PERSON,1
jerry,PERSON,4
jon hanson,PERSON,1
christies,ORG,5
thomas c,PERSON,1
100 million,CARDINAL,27
christie aides,ORG,1
london,GPE,75
zwick mitt,PERSON,1
jersey zwick,PERSON,1
lawrence e bathgate ii,PERSON,1
jan 8,DATE,1
george washington,PERSON,25
obama sandy,PERSON,1
couple years later,DATE,1
jerry joness,PERSON,1
philadelphia democratic national convention,ORG,1
bernie sanders chance,PERSON,1
linda feldmann,PERSON,2
previous day,DATE,4
norman solomon,PERSON,1
65,CARDINAL,20
power democratic party,ORG,1
beverly hills,GPE,8
gloria,PERSON,4
late friday,DATE,12
john barry,PERSON,1
barry,PERSON,3
april 14,DATE,4
early 90s,DATE,4
kristin anderson,PERSON,2
nightclub manhattan,PERSON,1
greensboro nc,PERSON,2
100 percent,PERCENT,33
carlos,PERSON,3
many millions dollars,MONEY,1
early 1980s,DATE,7
1980,DATE,47
mindy mcgillivray palm,PERSON,1
palm beach,GPE,19
today last week,DATE,1
5,CARDINAL,122
quarter century,DATE,5
next year half,DATE,2
vince foster,PERSON,4
chris stevens,PERSON,11
assert clinton,PERSON,1
lesbian one,ORG,1
chelsea clinton,PERSON,3
three years later,DATE,5
karl rove,PERSON,7
fox news back,ORG,1
tripoli,GPE,7
republican committee,ORG,1
machiavellian spin,PERSON,1
bay clinton,ORG,1
lewinsky,PERSON,2
glenn thrush maggie haberman,PERSON,1
last year july fourth parade past weekend,DATE,1
last three days,DATE,3
ken vogel,PERSON,1
three years 2016,DATE,1
burrito,GPE,1
susan rice,PERSON,9
chris christie,PERSON,74
shiite,NORP,26
hezbollah,ORG,39
qasem soleimani,PERSON,2
shia militia,ORG,3
dawn,TIME,5
30 miles,QUANTITY,11
west south,NORP,1
ralph peters,PERSON,1
mishmosh,ORG,1
peters fox news,PERSON,1
two months,DATE,35
north hadi,NORP,1
alameri,NORP,1
early monday,DATE,3
iraq islamic state group,ORG,1
arabic,NORP,20
early 2014,DATE,6
saddam,PERSON,16
last month past weeks,DATE,1
noon,TIME,21
aamaq news,ORG,1
kennedy scalia,PERSON,2
anthony kennedy antonin scalia,PERSON,1
two like weeks,DATE,1
lawrence v,PERSON,1
lawrence,PERSON,2
supreme courts,ORG,37
v windsor two years ago,DATE,1
1986,DATE,27
17 months later two,DATE,1
1936,CARDINAL,1
john g roberts jr sided,PERSON,1
scalia kennedy,PERSON,1
united justices,ORG,1
clarence thomas samuel alito jr,PERSON,1
invalid kennedy,PERSON,1
5 4 twothirds,CARDINAL,1
paul smith,PERSON,1
kennedy smith,PERSON,1
allison orr larsen,PERSON,1
william mary,PERSON,3
michael dorf,PERSON,2
scalia clerk,ORG,1
bench sandra,PERSON,1
robert bork,PERSON,2
dorf,ORG,1
bowers v hardwick,PERSON,1
lawrence kennedy,PERSON,1
two years ago,DATE,38
robert j,PERSON,1
shelby salt lake city,PERSON,1
june 40 years later,DATE,1
chicago council global affairs,ORG,4
21st century,DATE,45
paul another,PERSON,3
george wbush,PERSON,1
james baker,PERSON,4
paul wolfowitz,PERSON,3
wolfowitz jeb bush,PERSON,1
century,DATE,9
dick cheney,PERSON,22
donald rumsfeld,PERSON,2
kasich capitol hill,ORG,1
17 years,DATE,4
1980s,DATE,56
ohio accept medicaid,ORG,1
satan,DATE,2
18 years,DATE,13
house armed services committee,ORG,9
october year,DATE,3
22 billion,CARDINAL,1
675000,CARDINAL,8
lehman brothers,ORG,1
september 2008,DATE,1
september 5 2006,DATE,1
eli,GPE,1
45 minutes,TIME,7
joe lieberman,PERSON,1
january 25 2006,DATE,1
74,CARDINAL,18
fatah,ORG,1
45,CARDINAL,50
sen clinton,PERSON,3
gaza,GPE,8
mindclinton,PERSON,1
third street,LOC,1
jerry greenwald,PERSON,1
dennis rapps,PERSON,1
jason maoz,PERSON,1
vladimir putin,PERSON,78
putin chomsky,PERSON,1
soviet,NORP,34
40 years,DATE,23
hungary,GPE,19
90 miles,QUANTITY,4
united statestherefore,ORG,1
september 11,DATE,22
early friday,DATE,12
syria planning,ORG,1
eric van der sypt,PERSON,4
2 3,CARDINAL,4
charles michel,PERSON,11
several minutes,TIME,12
56000 80 miles,QUANTITY,1
brussels belgian news,ORG,1
france24,PERSON,1
brussels halvilvoorde,ORG,1
syria belgian news,ORG,1
belgium,GPE,13
suspects least two weeks ago,DATE,1
earlier thursday,TIME,7
southern city,LOC,3
coulibaly,GPE,30
coulibaly van der sypt,PERSON,2
paris van der sypt,PERSON,2
cherif,PERSON,5
kouachi spain,ORG,1
dec 31,DATE,1
jan 2,DATE,1
coulibaly,NORP,1
boumeddiene third person,PERSON,1
syria france,ORG,1
19000,CARDINAL,4
120000,CARDINAL,3
kouachi brothers,ORG,8
coulibaly islamic state group,ORG,1
christopher stevens,PERSON,12
jeremy bash,PERSON,1
719 pm,QUANTITY,1
11 2012,DATE,5
sean smith,PERSON,4
navy,ORG,30
senate armed services committee,ORG,15
nearly two years ago,DATE,5
340 pm et,TIME,1
three hours,TIME,14
approximately 40 minutes,TIME,1
jacob sullivan,PERSON,2
wendy sherman,PERSON,4
thomas,PERSON,8
stevens smith,PERSON,1
hours later,TIME,10
tripoli libyan,ORG,1
tens thousands,CARDINAL,59
foxnewscom committee rush,ORG,1
alabama health insurance exchange study commission,ORG,1
alabama,GPE,36
alabama state,ORG,2
jim mcclendon,PERSON,1
english,NORP,44
state house,ORG,3
april 2012,DATE,3
alabama health insurance exchange,ORG,1
